<video_id>,<frame_id>,<movement_id>,<vehicle_class_id>
cam_2,2650,2,car
cam_2,2653,1,car
cam_2,2660,1,car
cam_2,2665,2,car
cam_2,2676,3,car
cam_2,2678,2,car
cam_2,2685,1,car
cam_2,2692,1,car
cam_2,2700,1,car
cam_2,2704,2,car
cam_2,2704,3,car
cam_2,2705,1,car
cam_2,2730,1,car
cam_2,2740,2,car
cam_2,2742,1,truck
cam_2,2751,1,car
cam_2,2758,1,car
cam_2,2767,1,car
cam_2,2767,2,car
cam_2,2777,1,car
cam_2,2785,1,car
cam_2,2785,2,car
cam_2,2792,4,car
cam_2,2797,1,car
cam_2,2803,2,car
cam_2,2808,1,car
cam_2,2825,1,car
cam_2,2826,2,car
cam_2,2828,2,car
cam_2,2837,1,car
cam_2,2850,1,car
cam_2,2865,1,car
cam_2,2869,1,car
cam_2,2881,1,car
cam_2,2884,2,car
cam_2,2888,1,car
cam_2,2891,1,truck
cam_2,2897,2,car
cam_2,2902,1,car
cam_2,2905,2,car
cam_2,2928,2,car
cam_2,2935,1,car
cam_2,2950,1,car
cam_2,2956,1,car
cam_2,2970,1,car
