<video_id>,<frame_id>,<movement_id>,<vehicle_class_id>
cam_5,744,5,car
cam_5,751,5,car
cam_5,758,6,car
cam_5,768,7,car
cam_5,773,5,car
cam_5,777,6,car
cam_5,794,6,car
cam_5,796,5,car
cam_5,799,5,car
cam_5,840,6,car
cam_5,843,5,car
cam_5,850,5,truck
cam_5,861,5,car
cam_5,863,6,car
cam_5,847,7,car
cam_5,877,5,car
cam_5,888,5,car
cam_5,893,6,car
cam_5,903,5,car
cam_5,910,6,car
cam_5,923,6,car
cam_5,941,6,car
cam_5,958,6,car
cam_5,973,6,car
cam_5,1011,9,car
cam_5,1023,7,car
cam_5,1039,9,car
cam_5,1045,8,car
cam_5,1061,9,car
cam_5,1088,9,car
cam_5,1102,9,car
cam_5,1106,4,car
cam_5,1139,7,car
cam_5,1147,4,car
cam_5,1162,10,car
cam_5,1205,4,car
cam_5,1238,4,car
cam_5,1268,4,car
cam_5,1305,3,car
cam_5,1299,4,car
cam_5,1328,2,car
cam_5,1328,3,car
cam_5,1335,3,car
cam_5,1342,2,car
cam_5,1352,3,car
cam_5,1352,3,car
cam_5,1358,4,car
cam_5,1365,3,car
cam_5,1365,2,car
cam_5,1378,3,car
cam_5,1383,3,car
cam_5,1385,4,car
cam_5,1389,2,car
cam_5,1399,3,car
cam_5,1408,4,car
cam_5,1408,2,car
cam_5,1412,3,car
cam_5,1421,3,car
cam_5,1437,4,car
cam_5,1424,3,car
cam_5,1438,2,car
cam_5,1439,3,car
cam_5,1445,3,car
cam_5,1450,2,car
cam_5,1471,7,truck
cam_5,1475,4,car
cam_5,1524,11,car
cam_5,1532,12,car
cam_5,1533,11,car
cam_5,1536,11,car
cam_5,1550,11,car
cam_5,1550,11,car
cam_5,1562,11,car
cam_5,1563,12,car
cam_5,1568,11,car
cam_5,1578,11,car
cam_5,1584,11,car
cam_5,1584,12,car
cam_5,1597,11,car
cam_5,1600,11,car
cam_5,1608,12,car
cam_5,1612,11,car
cam_5,1630,11,car
cam_5,1656,11,car
cam_5,1656,11,truck
cam_5,1665,11,car
cam_5,1676,11,car
cam_5,1687,11,car
cam_5,1692,11,car
cam_5,1704,11,car
cam_5,1710,5,car
cam_5,1712,11,car
cam_5,1720,4,car
cam_5,1721,11,car
cam_5,1727,5,car
cam_5,1737,11,car
cam_5,1739,5,car
cam_5,1746,4,car
cam_5,1741,11,car
cam_5,1751,5,car
cam_5,1764,4,car
cam_5,1758,11,car
cam_5,1765,5,truck
cam_5,1769,5,car
cam_5,1774,11,car
cam_5,1777,4,car
cam_5,1777,5,car
cam_5,1791,5,car
cam_5,1795,11,car
cam_5,1796,5,car
cam_5,1812,5,car
cam_5,1818,5,car
cam_5,1820,11,car
cam_5,1831,11,car
cam_5,1831,5,car
cam_5,1835,5,car
cam_5,1849,5,car
cam_5,1849,4,car
cam_5,1863,5,car
cam_5,1876,5,car
cam_5,1888,5,truck
cam_5,1903,5,car
cam_5,1911,5,car
cam_5,1919,11,car
cam_5,1926,5,car
cam_5,1927,5,car
cam_5,1943,5,car
cam_5,1947,5,car
cam_5,1964,5,car
cam_5,1976,5,car
cam_5,1976,4,car
cam_5,1980,5,truck
cam_5,1996,5,car
cam_5,1999,5,car
cam_5,2012,5,car
cam_5,2016,5,car
cam_5,2014,6,car
cam_5,2028,4,car
cam_5,2028,5,car
cam_5,2037,5,car
cam_5,2048,6,car
cam_5,2062,5,car
cam_5,2069,4,car
cam_5,2073,6,car
cam_5,2083,5,car
cam_5,2092,5,car
cam_5,2095,4,car
cam_5,2102,6,car
cam_5,2114,5,car
cam_5,2116,6,car
cam_5,2134,4,car
cam_5,2135,5,car
cam_5,2146,5,car
cam_5,2170,6,car
cam_5,2183,4,car
cam_5,2185,6,car
cam_5,2194,5,car
cam_5,2206,6,car
cam_5,2214,5,car
cam_5,2258,1,car
cam_5,2308,9,car
cam_5,2321,8,car
cam_5,2326,9,car
cam_5,2334,8,car
cam_5,2343,9,car
cam_5,2359,8,car
cam_5,2364,8,car
cam_5,2366,9,car
cam_5,2375,8,car
cam_5,2382,8,car
cam_5,2392,8,car
cam_5,2402,8,car
cam_5,2408,8,car
cam_5,2429,8,car
cam_5,2450,8,car
cam_5,2514,4,car
cam_5,2560,4,car
cam_5,2560,3,car
cam_5,2568,2,car
cam_5,2580,3,car
cam_5,2583,3,car
cam_5,2593,2,car
cam_5,2600,3,car
cam_5,2601,4,car
cam_5,2603,3,car
cam_5,2614,3,car
cam_5,2621,3,car
cam_5,2625,2,car
cam_5,2625,4,car
cam_5,2634,3,car
cam_5,2639,2,car
cam_5,2648,3,car
cam_5,2652,3,car
cam_5,2661,2,car
cam_5,2663,4,car
cam_5,2673,2,car
cam_5,2692,2,car
cam_5,2693,4,car
cam_5,2700,3,car
cam_5,2718,3,car
cam_5,2720,4,car
cam_5,2731,10,car
cam_5,2751,4,car
cam_5,2789,4,car
cam_5,2807,11,car
cam_5,2817,11,car
cam_5,2825,11,car
cam_5,2835,12,car
cam_5,2838,11,truck
cam_5,2854,11,car
cam_5,2870,11,car
cam_5,2875,11,car
cam_5,2891,11,car
cam_5,2902,11,car
cam_5,2908,11,car
cam_5,2921,11,car
cam_5,2927,11,car
cam_5,2936,11,car
cam_5,2948,5,car
cam_5,2950,11,car
cam_5,2961,11,car
cam_5,2961,11,car
cam_5,2964,5,car
cam_5,2978,11,car
cam_5,2982,11,car
cam_5,2984,5,car
cam_5,2997,5,car
