<video_id>,<frame_id>,<movement_id>,<vehicle_class_id>
cam_5_dawn,1324,11,car
cam_5_dawn,1324,11,car
cam_5_dawn,1338,11,car
cam_5_dawn,1343,10,car
cam_5_dawn,1356,12,car
cam_5_dawn,1362,11,car
cam_5_dawn,1374,12,car
cam_5_dawn,1377,11,truck
cam_5_dawn,1389,11,car
cam_5_dawn,1398,11,car
cam_5_dawn,1404,11,car
cam_5_dawn,1417,11,car
cam_5_dawn,1426,5,car
cam_5_dawn,1433,11,car
cam_5_dawn,1434,5,car
cam_5_dawn,1480,5,car
cam_5_dawn,1484,11,truck
cam_5_dawn,1515,7,car
cam_5_dawn,1522,5,car
cam_5_dawn,1564,5,car
cam_5_dawn,1575,5,car
cam_5_dawn,1589,5,car
cam_5_dawn,1598,4,car
cam_5_dawn,1613,5,car
cam_5_dawn,1615,5,car
cam_5_dawn,1616,4,car
cam_5_dawn,1690,6,car
cam_5_dawn,1707,4,car
cam_5_dawn,1718,6,car
cam_5_dawn,1739,6,car
cam_5_dawn,1762,5,car
cam_5_dawn,1785,5,truck
cam_5_dawn,1800,5,car
cam_5_dawn,1814,6,car
cam_5_dawn,1821,4,car
cam_5_dawn,1831,6,car
cam_5_dawn,1912,7,car
cam_5_dawn,1914,8,car
cam_5_dawn,1921,8,car
cam_5_dawn,1940,8,car
cam_5_dawn,1951,7,car
cam_5_dawn,1972,7,car
cam_5_dawn,1987,8,car
cam_5_dawn,2007,8,car
cam_5_dawn,2025,4,car
cam_5_dawn,2082,2,car
cam_5_dawn,2090,3,car
cam_5_dawn,2099,2,car
cam_5_dawn,2107,3,car
cam_5_dawn,2122,3,car
cam_5_dawn,2241,11,car
cam_5_dawn,2244,11,car
cam_5_dawn,2249,12,car
cam_5_dawn,2256,11,car
cam_5_dawn,2263,11,car
cam_5_dawn,2274,11,car
cam_5_dawn,2276,11,car
cam_5_dawn,2278,12,car
cam_5_dawn,2284,11,car
cam_5_dawn,2303,11,car
cam_5_dawn,2314,11,car
cam_5_dawn,2335,11,car
cam_5_dawn,2352,11,car
cam_5_dawn,2365,5,car
cam_5_dawn,2373,5,car
cam_5_dawn,2374,11,car
cam_5_dawn,2398,5,car
cam_5_dawn,2420,5,truck
cam_5_dawn,2420,5,car
cam_5_dawn,2497,5,car
cam_5_dawn,2520,5,car
cam_5_dawn,2586,4,car
cam_5_dawn,2592,5,car
cam_5_dawn,2640,11,car
cam_5_dawn,2660,11,car
cam_5_dawn,2660,11,car
cam_5_dawn,2663,5,truck
cam_5_dawn,2665,5,truck
cam_5_dawn,2693,5,truck
cam_5_dawn,2741,5,car
cam_5_dawn,2756,10,car
cam_5_dawn,2763,5,car
cam_5_dawn,2775,4,car
cam_5_dawn,2795,4,car
cam_5_dawn,2868,8,car
cam_5_dawn,2892,8,car
cam_5_dawn,2905,8,car
cam_5_dawn,2916,8,car
cam_5_dawn,2959,8,car
cam_5_dawn,2965,7,car
cam_5_dawn,2983,7,car
cam_5_dawn,2988,4,car
