<video_id>,<frame_id>,<movement_id>,<vehicle_class_id>
cam_5,1118,8,car
cam_5,1132,8,car
cam_5,1150,8,car
cam_5,1175,4,car
cam_5,1237,3,car
cam_5,1247,3,car
cam_5,1252,3,car
cam_5,1255,2,car
cam_5,1265,3,car
cam_5,1267,3,car
cam_5,1273,2,car
cam_5,1289,2,car
cam_5,1295,3,car
cam_5,1309,2,car
cam_5,1320,3,car
cam_5,1329,2,car
cam_5,1354,7,car
cam_5,1392,4,car
cam_5,1397,11,car
cam_5,1404,12,car
cam_5,1411,11,truck
cam_5,1413,11,car
cam_5,1435,11,car
cam_5,1437,11,car
cam_5,1453,11,car
cam_5,1457,11,car
cam_5,1471,11,car
cam_5,1496,11,car
cam_5,1511,11,car
cam_5,1512,11,car
cam_5,1532,5,car
cam_5,1545,11,car
cam_5,1556,5,car
cam_5,1558,11,truck
cam_5,1564,5,car
cam_5,1571,11,car
cam_5,1585,5,car
cam_5,1594,11,car
cam_5,1602,11,car
cam_5,1608,11,car
cam_5,1614,5,car
cam_5,1624,11,car
cam_5,1628,11,car
cam_5,1640,11,car
cam_5,1640,11,car
cam_5,1656,11,car
cam_5,1664,5,truck
cam_5,1665,11,car
cam_5,1669,11,car
cam_5,1679,11,car
cam_5,1688,11,car
cam_5,1707,11,car
cam_5,1703,5,truck
cam_5,1712,5,car
cam_5,1717,11,car
cam_5,1718,11,car
cam_5,1743,11,car
cam_5,1746,11,car
cam_5,1749,5,truck
cam_5,1758,5,car
cam_5,1765,11,truck
cam_5,1768,5,car
cam_5,1772,5,car
cam_5,1784,5,car
cam_5,1788,11,car
cam_5,1805,5,car
cam_5,1815,11,truck
cam_5,1815,5,car
cam_5,1838,5,car
cam_5,1845,5,car
cam_5,1846,4,car
cam_5,1851,5,car
cam_5,1902,5,car
cam_5,1909,6,car
cam_5,1919,4,car
cam_5,1935,6,car
cam_5,1938,5,car
cam_5,1947,5,truck
cam_5,1958,6,car
cam_5,1964,5,car
cam_5,1972,5,car
cam_5,1978,6,car
cam_5,1985,5,car
cam_5,2004,6,car
cam_5,2004,7,car
cam_5,2087,9,car
cam_5,2092,8,car
cam_5,2123,9,car
cam_5,2142,8,car
cam_5,2253,10,car
cam_5,2274,2,car
cam_5,2288,2,car
cam_5,2309,4,car
cam_5,2332,2,truck
cam_5,2351,2,car
cam_5,2372,2,car
cam_5,2406,4,car
cam_5,2474,12,car
cam_5,2479,11,car
cam_5,2494,11,car
cam_5,2516,11,car
cam_5,2516,11,car
cam_5,2525,12,car
cam_5,2537,11,car
cam_5,2545,11,car
cam_5,2548,11,car
cam_5,2552,12,car
cam_5,2565,11,car
cam_5,2565,12,car
cam_5,2588,11,car
cam_5,2594,12,car
cam_5,2602,11,car
cam_5,2609,11,truck
cam_5,2627,11,truck
cam_5,2654,5,car
cam_5,2656,11,truck
cam_5,2662,5,car
cam_5,2665,11,truck
cam_5,2671,5,car
cam_5,2686,5,car
cam_5,2693,5,car
cam_5,2695,11,truck
cam_5,2707,5,truck
cam_5,2709,5,car
cam_5,2717,11,car
cam_5,2726,5,car
cam_5,2729,5,car
cam_5,2754,5,car
cam_5,2768,11,truck
cam_5,2770,11,car
cam_5,2785,11,truck
cam_5,2788,10,car
cam_5,2790,11,car
cam_5,2798,5,truck
cam_5,2802,11,car
cam_5,2819,11,car
cam_5,2821,5,car
cam_5,2827,5,car
cam_5,2841,5,car
cam_5,2841,5,car
cam_5,2849,11,car
cam_5,2867,5,car
cam_5,2870,5,car
cam_5,2890,5,car
cam_5,2890,5,car
cam_5,2892,4,car
cam_5,2909,5,car
cam_5,2913,11,truck
cam_5,2913,5,car
cam_5,2932,5,car
cam_5,2935,5,car
cam_5,2948,5,car
cam_5,2959,5,car
cam_5,2964,5,car
cam_5,2978,7,truck
cam_5,2978,5,car
cam_5,2992,5,car
cam_5,2999,4,car
