<video_id>,<frame_id>,<movement_id>,<vehicle_class_id>
cam_4_rain,1106,11,car
cam_4_rain,1115,5,car
cam_4_rain,1133,11,car
cam_4_rain,1153,11,car
cam_4_rain,1155,11,car
cam_4_rain,1157,5,car
cam_4_rain,1159,5,truck
cam_4_rain,1171,5,car
cam_4_rain,1177,5,car
cam_4_rain,1192,5,car
cam_4_rain,1199,5,car
cam_4_rain,1210,11,car
cam_4_rain,1216,11,truck
cam_4_rain,1219,5,car
cam_4_rain,1223,5,car
cam_4_rain,1234,11,car
cam_4_rain,1243,5,car
cam_4_rain,1249,11,car
cam_4_rain,1253,5,car
cam_4_rain,1254,11,car
cam_4_rain,1266,5,car
cam_4_rain,1267,11,car
cam_4_rain,1276,5,car
cam_4_rain,1283,5,car
cam_4_rain,1294,5,car
cam_4_rain,1308,5,car
cam_4_rain,1322,1,car
cam_4_rain,1325,5,car
cam_4_rain,1383,5,truck
cam_4_rain,1385,5,truck
cam_4_rain,1399,11,car
cam_4_rain,1407,5,car
cam_4_rain,1413,5,car
cam_4_rain,1435,5,car
cam_4_rain,1449,5,car
cam_4_rain,1454,5,car
cam_4_rain,1476,5,car
cam_4_rain,1494,5,car
cam_4_rain,1508,5,car
cam_4_rain,1509,5,car
cam_4_rain,1572,4,car
cam_4_rain,1614,9,car
cam_4_rain,1639,8,car
cam_4_rain,1641,9,car
cam_4_rain,1656,8,car
cam_4_rain,1673,8,car
cam_4_rain,1728,8,car
cam_4_rain,1775,11,car
cam_4_rain,1802,11,car
cam_4_rain,1830,11,car
cam_4_rain,1834,11,car
cam_4_rain,1853,11,car
cam_4_rain,1856,11,car
cam_4_rain,1872,11,car
cam_4_rain,1874,11,car
cam_4_rain,1884,11,car
cam_4_rain,1885,10,car
cam_4_rain,1892,11,car
cam_4_rain,1925,11,truck
cam_4_rain,1927,11,car
cam_4_rain,1962,11,car
cam_4_rain,1975,11,truck
cam_4_rain,1984,11,car
cam_4_rain,1994,11,car
cam_4_rain,2021,11,car
cam_4_rain,2041,11,car
cam_4_rain,2055,11,car
cam_4_rain,2097,5,car
cam_4_rain,2097,11,truck
cam_4_rain,2107,5,car
cam_4_rain,2120,5,car
cam_4_rain,2123,5,car
cam_4_rain,2124,11,car
cam_4_rain,2140,5,car
cam_4_rain,2141,11,car
cam_4_rain,2144,11,car
cam_4_rain,2160,5,car
cam_4_rain,2165,10,car
cam_4_rain,2174,11,car
cam_4_rain,2186,5,truck
cam_4_rain,2193,11,car
cam_4_rain,2194,5,car
cam_4_rain,2209,5,car
cam_4_rain,2211,5,car
cam_4_rain,2215,11,car
cam_4_rain,2222,11,car
cam_4_rain,2230,5,car
cam_4_rain,2257,5,car
cam_4_rain,2267,11,truck
cam_4_rain,2275,5,car
cam_4_rain,2282,11,truck
cam_4_rain,2288,5,car
cam_4_rain,2296,11,car
cam_4_rain,2309,5,car
cam_4_rain,2314,11,car
cam_4_rain,2324,5,truck
cam_4_rain,2341,11,truck
cam_4_rain,2343,5,car
cam_4_rain,2351,5,car
cam_4_rain,2354,11,car
cam_4_rain,2368,5,car
cam_4_rain,2378,11,car
cam_4_rain,2384,5,truck
cam_4_rain,2389,5,car
cam_4_rain,2395,4,car
cam_4_rain,2398,11,car
cam_4_rain,2402,5,car
cam_4_rain,2402,11,car
cam_4_rain,2405,5,car
cam_4_rain,2432,5,car
cam_4_rain,2435,11,truck
cam_4_rain,2450,5,car
cam_4_rain,2477,5,truck
cam_4_rain,2528,5,truck
cam_4_rain,2597,5,car
cam_4_rain,2723,3,car
cam_4_rain,2728,9,car
cam_4_rain,2744,7,car
cam_4_rain,2785,9,car
cam_4_rain,2831,1,car
cam_4_rain,2844,8,car
cam_4_rain,2851,2,car
cam_4_rain,2862,1,car
cam_4_rain,2869,2,car
